,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-0.602845205530001,-0.601118159259978,-0.6999389474365758,0.14795440858655448,-0.7610903216381968,1.1684018343044864,31.912441824743933,2.365977846659786,-0.6023934478849662,-0.533492190080765,-0.5302143164738896,-0.6476118051587872,-0.4448528492447365,-0.42009965751668205,4.365525302669726,0.7990260486586408
1,-0.6028666275571156,-0.6011181541422606,-0.6998948837476805,1.3715044346292484,-0.5262973147952406,-0.13213054844364344,-0.06279504491291453,-0.4023032184118205,-0.6023934473925232,-0.5334921899593162,-0.4983283175665171,-0.5894933823200749,-0.444852932389521,-0.42010038454456283,-0.09351359012922572,0.5312629430539748
2,-0.6027934490717974,-0.6011181556586079,-0.6999066216117399,2.1043922674873086,-0.3856598792243327,0.7348910400551099,15.924823389915508,2.365977846659786,-0.6023934493001342,-0.5334921904214318,-0.5939863142886347,-0.7347894394168559,-0.4448529306536032,-0.420100366448546,2.1875099493418504,-2.1201460578562696
3,-0.6028452276234626,-0.6011181558762992,-0.6999083808845954,0.09826709788431309,-0.7706250630328346,0.3013802458057332,15.924823389915508,2.365977846659786,-0.6023934444045046,-0.5334921892383206,-0.5621003153812622,-0.6476118051587872,-0.4448529169898647,-0.4201002371723997,0.7544738925757647,-0.6635895574032812
4,-0.6028191106895956,-0.6011181538561973,-0.6998927612337874,-0.019740265033510174,-0.7932700738450995,-0.13213054844364344,-0.06279504491291453,-0.4023032184118205,-0.6023934415857288,-0.5334921885567244,1.4467176157832067,1.6190066855509984,-0.4448529329496469,-0.4201003901956995,-0.233126786738644,-0.7498832396691939
5,-0.6028420245714515,-0.6011181624209835,-0.6999770295176162,0.8932640691201752,-0.6180692007186296,0.7348910400551099,31.912441824743933,2.365977846659786,-0.6023934517012481,-0.5334921910042606,-0.6258723131960072,-0.7638486508362122,-0.4448529202066194,-0.42010024447370653,2.599254472034404,0.8979445644342565
6,-0.6028472845219467,-0.6011181622818044,-0.6999749965901964,1.6013082466271147,-0.48219913584504065,-0.13213054844364344,-0.06279504491291453,-0.4023032184118205,-0.6023934520482007,-0.5334921910881468,-0.5302143164738896,-0.7638486508362122,-0.44485293262672826,-0.42010038577133235,0.8200353403412082,0.2778707261003462
7,-0.6028282385879833,-0.6011181544262361,-0.6998970179633288,0.3777582205844208,-0.7169921426879969,-0.13213054844364344,-0.06279504491291453,-0.4023032184118205,-0.6023934444947726,-0.5334921892590209,2.4351835819117547,2.200190913938123,-0.44485293302489404,-0.42010038990782017,-0.02953456339092741,-0.6417270612212017
8,-0.6028708242464921,-0.6011181578218576,-0.6999251125683155,-0.16259128330245415,-0.8206824553546832,-0.13213054844364344,-0.06279504491291453,-0.4023032184118205,-0.6023934449742067,-0.5334921893776455,1.6061476103200691,1.6190066855509984,-0.44485293298413864,-0.4201003897830106,-0.14260292538678654,-0.8618233988333001
9,-0.602816073307945,-0.6011181539287344,-0.6998932968961933,-0.2122785940046955,-0.830217196749321,-0.13213054844364344,-0.06279504491291453,-0.4023032184118205,-0.6023934399894453,-0.5334921881722084,1.4786036146905792,1.4155922056155048,-0.44485293279872856,-0.42010038947545314,-0.2513124795664555,-0.712874512165782
10,-0.6028863129378925,-0.601118162751254,-0.6999820632342026,-0.34270778459807916,-0.8552458929102453,2.902445011301993,15.924823389915508,-0.4023032184118205,-0.6023934502635815,-0.5334921906578013,0.011847664951443232,0.10792769174447463,-0.44485293070440785,-0.4201003680471193,-0.40939926116627556,-0.6808649564838449
11,-0.6028370662883747,-0.601118155623491,-0.6999063396906875,-0.03837300654685069,-0.7968456018680886,-0.13213054844364344,-0.06279504491291453,-0.4023032184118205,-0.6023934433239245,-0.5334921889775283,1.4786036146905792,1.0959408800025863,-0.44485293199182324,-0.4201003808162241,-0.6043530005864718,-0.4536972995506382
12,-0.6028388748509657,-0.6011181594110099,-0.6999404926061701,-0.10669305876243258,-0.8099558712857157,-0.13213054844364344,-0.06279504491291453,-0.4023032184118205,-0.602393447071125,-0.5334921898846902,1.0640856288947365,1.037822457163874,-0.44485293225994804,-0.4201003824081942,0.45718025908355103,-1.1392690840814894
13,-0.6028759016659797,-0.6011181619507774,-0.6999703446644435,-0.3302859569225188,-0.8528622075615858,0.3013802458057332,-0.06279504491291453,-0.4023032184118205,-0.6023934492452745,-0.5334921904115476,0.2669356562104234,0.34040138309932444,-0.4448529318133559,-0.4201003784050889,-0.14420313268140156,-0.6812671826905323
